"co_procedimento";"co_registro"
"0414020405";"01"
"0414020405";"02"
"0414020405";"05"
"0414020413";"03"
"0414020421";"06"
"0415010012";"03"
"0415020018";"03"
"0415020034";"03"
"0415020042";"03"
"0415020050";"03"
"0415020069";"03"
"0415020077";"03"
"0415030013";"03"
"0415040027";"03"
"0415040035";"02"
"0415040035";"03"
"0415040043";"01"
"0415040043";"02"
"0415040051";"01"
"0415040051";"02"
"0416010016";"03"
"0416010024";"03"
"0416010032";"03"
"0416010040";"03"
"0416010075";"03"
"0416010091";"03"
"0416010113";"03"
"0416010121";"03"
"0416010130";"03"
"0416010164";"03"
"0416010172";"03"
"0416010180";"03"
"0416010199";"03"
"0416010202";"03"
"0416010210";"03"
"0416010229";"03"
"0416020020";"03"
"0416020151";"03"
"0416020160";"03"
"0416020178";"03"
"0416020186";"03"
"0416020194";"03"
"0416020208";"03"
"0416020216";"03"
"0416020224";"03"
"0416020232";"03"
"0416020240";"03"
"0416020259";"03"
"0416030017";"03"
"0416030025";"03"
"0416030033";"03"
"0416030041";"03"
"0416030068";"03"
"0416030076";"03"
"0416030084";"03"
"0416030092";"03"
"0416030149";"02"
"0416030149";"03"
"0416030157";"03"
"0416030165";"03"
"0416030173";"03"
"0416030181";"03"
"0416030190";"03"
"0416030203";"03"
"0416030211";"03"
"0416030220";"03"
"0416030238";"03"
"0416030246";"03"
"0416030254";"03"
"0416030262";"03"
"0416030270";"03"
"0416030289";"03"
"0416030297";"03"
"0416030300";"03"
"0416030319";"03"
"0416030327";"03"
"0416030335";"03"
"0416030343";"03"
"0416030351";"03"
"0416030360";"03"
"0416040012";"03"
"0416040020";"03"
"0416040039";"03"
"0416040047";"03"
"0416040055";"03"
"0416040071";"03"
"0416040101";"03"
"0416040110";"03"
"0416040128";"03"
"0416040144";"03"
"0416040179";"03"
"0416040187";"03"
"0416040195";"03"
"0416040209";"03"
"0416040217";"03"
"0416040225";"03"
"0416040233";"03"
"0416040241";"03"
"0416040250";"03"
"0416040268";"03"
"0416040276";"03"
"0416040284";"03"
"0416050018";"03"
"0416050026";"03"
"0416050034";"03"
"0416050050";"03"
"0416050077";"03"
"0416050093";"03"
"0416050107";"03"
"0416050115";"03"
"0416060013";"03"
"0416060021";"03"
"0416060030";"03"
"0416060056";"03"
"0416060064";"03"
"0416060080";"03"
"0416060099";"03"
"0416060102";"03"
"0416060110";"03"
"0416060129";"03"
"0416080014";"03"
"0416080030";"03"
"0416080081";"03"
"0416080090";"03"
"0416080111";"03"
"0416080120";"03"
"0416090010";"03"
"0416090028";"03"
"0416090036";"03"
"0416090079";"03"
"0416090109";"03"
"0416090117";"03"
"0416090125";"03"
"0416090133";"03"
"0416110010";"03"
"0416110029";"03"
"0416110037";"03"
"0416110045";"03"
"0416110053";"03"
"0416110061";"03"
"0416110070";"03"
"0416110088";"03"
"0416120024";"03"
"0416120032";"03"
"0416120040";"03"
"0416120059";"03"
"0417010010";"04"
"0417010028";"04"
"0417010036";"04"
"0417010044";"04"
"0417010052";"02"
"0417010052";"04"
"0417010060";"02"
"0417010060";"04"
"0418010013";"06"
"0418010021";"06"
"0418010030";"06"
"0418010048";"06"
"0418010056";"04"
"0418010064";"07"
"0418010072";"04"
"0418010080";"06"
"0418010099";"07"
"0418020019";"06"
"0418020019";"07"
"0418020027";"06"
"0418020027";"07"
"0418020035";"07"
"0501010017";"02"
"0501010025";"02"
"0501010033";"02"
"0501010041";"02"
"0501010050";"02"
"0501010068";"02"
"0501010076";"02"
"0501010084";"02"
"0501010092";"02"
"0501020012";"02"
"0501020020";"02"
"0501020039";"02"
"0501030018";"01"
"0501030018";"02"
"0501030026";"01"
"0501030026";"02"
"0501030034";"01"
"0501030034";"02"
"0501030042";"01"
"0501030042";"02"
"0501030050";"01"
"0501030050";"02"
"0501030069";"03"
"0501030077";"02"
"0501030085";"02"
"0501030093";"02"
"0501030107";"02"
"0501030115";"01"
"0501030115";"02"
"0501030123";"02"
"0501040013";"02"
"0501040021";"02"
"0501040021";"04"
"0501040030";"02"
"0501040048";"02"
"0501040056";"02"
"0501040064";"02"
"0501040064";"04"
"0501040072";"02"
"0501050019";"02"
"0501050027";"02"
"0501050035";"02"
"0501050043";"02"
"0501060014";"05"
"0501060022";"05"
"0501060030";"05"
"0501060049";"05"
"0501060057";"04"
"0501070010";"02"
"0501070028";"02"
"0501070028";"04"
"0501070036";"04"
"0501070044";"02"
"0501070052";"02"
"0501070060";"02"
"0501070079";"02"
"0501070087";"02"
"0501070095";"02"
"0501070109";"02"
"0501070117";"02"
"0501080015";"04"
"0501080015";"07"
"0501080023";"04"
"0501080023";"07"
"0501080031";"04"
"0501080031";"07"
"0501080040";"04"
"0501080040";"07"
"0501080058";"04"
"0501080058";"07"
"0501080066";"04"
"0501080066";"07"
"0501080074";"04"
"0501080074";"07"
"0501080082";"04"
"0501080090";"04"
"0501080090";"07"
"0501080104";"04"
"0501080104";"07"
"0502010010";"04"
"0502010029";"04"
"0503010014";"03"
"0503010014";"06"
"0503010022";"03"
"0503010022";"06"
"0503020010";"03"
"0503020028";"03"
"0503030015";"04"
"0503030023";"04"
"0503030031";"04"
"0503030040";"04"
"0503030058";"04"
"0503030058";"07"
"0503030066";"04"
"0503030074";"04"
"0503030082";"04"
"0503030090";"04"
"0503030104";"04"
"0503040010";"04"
"0503040029";"04"
"0503040037";"04"
"0503040045";"04"
"0503040053";"04"
"0503040061";"04"
"0503040061";"07"
"0503040088";"04"
"0504010018";"04"
"0504010018";"07"
"0504010026";"03"
"0504010026";"06"
"0504010034";"04"
"0504010034";"07"
"0504020013";"04"
"0504020021";"04"
"0504020030";"04"
"0504020048";"04"
"0504020056";"04"
"0504030027";"04"
"0504040014";"06"
"0504040022";"06"
"0505010011";"03"
"0505010020";"03"
"0505010038";"03"
"0505010046";"03"
"0505010054";"03"
"0505010062";"03"
"0505010070";"03"
"0505010089";"03"
"0505010097";"03"
"0505010097";"06"
"0505010100";"03"
"0505010100";"06"
"0505010119";"03"
"0505010119";"06"
"0505010127";"03"
"0505010127";"06"
"0505020017";"05"
"0505020025";"05"
"0505020033";"05"
"0505020041";"03"
"0505020050";"03"
"0505020068";"03"
"0505020076";"03"
"0505020084";"03"
"0505020092";"03"
"0505020106";"03"
"0505020114";"03"
"0505020122";"03"
"0506010015";"06"
"0506010023";"06"
"0506010031";"06"
"0506010040";"06"
"0506010058";"04"
"0506010058";"06"
"0506020010";"03"
"0506020029";"03"
"0506020037";"03"
"0506020045";"03"
"0506020053";"03"
"0506020061";"03"
"0506020070";"03"
"0506020088";"03"
"0506020096";"03"
"0506020100";"03"
"0506020118";"03"
"0603010016";"04"
"0603020011";"04"
"0603020020";"04"
"0603020038";"04"
"0603020046";"04"
"0603020054";"04"
"0603020062";"04"
"0603020070";"04"
"0603020089";"04"
"0603020097";"04"
"0603020100";"04"
"0603030017";"04"
"0603030025";"04"
"0603030033";"04"
"0603030041";"04"
"0603040012";"04"
"0603050018";"04"
"0603050026";"04"
"0603050034";"04"
"0603050042";"04"
"0603050050";"04"
"0603050069";"04"
"0603050077";"04"
"0603050085";"04"
"0603050093";"04"
"0603050107";"04"
"0603050115";"02"
"0603050123";"02"
"0603060013";"04"
"0603070019";"04"
"0603070027";"04"
"0603070035";"04"
"0603070043";"04"
"0603070051";"04"
"0603080014";"04"
"0603080022";"04"
"0603080030";"04"
"0603080049";"04"
"0603080057";"04"
"0603080065";"04"
"0603080073";"04"
"0603080081";"04"
"0603080090";"04"
"0603080103";"04"
"0603080111";"04"
"0603080120";"04"
"0603080138";"04"
"0603080146";"04"
"0603080154";"04"
"0603080162";"04"
"0603080170";"04"
"0603080189";"04"
"0603080197";"04"
"0603080200";"04"
"0603080219";"04"
"0603080227";"04"
"0603080278";"04"
"0603080286";"04"
"0603080294";"04"
"0604010010";"06"
"0604010028";"06"
"0604010036";"06"
"0604010044";"06"
"0604010052";"06"
"0604010060";"06"
"0604010079";"06"
"0604010087";"06"
"0604010095";"06"
"0604020015";"06"
"0604020023";"06"
"0604020031";"06"
"0604020040";"06"
"0604020058";"06"
"0604030010";"06"
"0604030037";"06"
"0604030045";"06"
"0604030053";"06"
"0604030061";"06"
"0604040016";"06"
"0604040024";"06"
"0604040032";"06"
"0604040040";"06"
"0604040059";"06"
"0604040067";"06"
"0604040075";"06"
"0604040091";"06"
"0604050011";"06"
"0604050020";"06"
"0604050038";"06"
"0604050046";"06"
"0604050054";"06"
"0604050062";"06"
"0604050070";"06"
"0604050089";"06"
"0604050097";"06"
"0604050100";"06"
"0604050119";"06"
"0604060017";"06"
"0604060025";"06"
"0604070012";"06"
"0604080018";"06"
"0604080026";"06"
"0604090013";"06"
"0604100019";"06"
"0604110014";"06"
"0604110022";"06"
"0604110030";"06"
"0604110049";"06"
"0604110057";"06"
"0604110065";"06"
"0604120010";"06"
"0604130015";"06"
"0604130023";"06"
"0604130031";"06"
"0604130040";"06"
"0604130058";"06"
"0604130066";"06"
"0604130074";"06"
"0604130082";"06"
"0604130090";"06"
"0604130104";"06"
"0604130112";"06"
"0604130120";"06"
"0604130139";"06"
"0604140029";"06"
"0604140037";"06"
"0604150016";"06"
"0604150024";"06"
"0604160011";"06"
"0604160020";"06"
"0604160046";"06"
"0604160054";"06"
"0604170017";"06"
"0604170025";"06"
"0604170033";"06"
"0604170041";"06"
"0604170050";"06"
"0604180012";"06"
"0604180020";"06"
"0604190018";"06"
"0604200013";"06"
"0604210019";"06"
"0604210027";"06"
"0604220014";"06"
"0604230010";"06"
"0604230028";"06"
"0604230036";"06"
"0604230044";"06"
"0604230052";"06"
"0604230060";"06"
"0604230079";"06"
"0604230087";"06"
"0604240015";"06"
"0604240023";"06"
"0604240031";"06"
"0604240040";"06"
"0604240058";"06"
"0604240066";"06"
"0604240074";"06"
"0604250010";"06"
"0604260016";"06"
"0604270011";"06"
"0604270020";"06"
"0604270038";"06"
"0604270046";"06"
"0604270054";"06"
"0604270062";"06"
"0604270070";"06"
"0604270089";"06"
"0604270097";"06"
"0604270100";"06"
"0604270119";"06"
"0604280068";"06"
"0604280076";"06"
"0604280084";"06"
"0604280092";"06"
"0604280106";"06"
"0604290012";"06"
"0604290020";"06"
"0604290039";"06"
"0604290047";"06"
"0604290063";"06"
"0604290071";"06"
"0604290080";"06"
"0604300018";"06"
"0604300026";"06"
"0604300034";"06"
"0604310013";"06"
"0604310021";"06"
"0604310030";"06"
"0604310048";"06"
"0604310056";"06"
"0604310064";"06"
"0604320019";"06"
"0604320027";"06"
"0604320035";"06"
"0604320043";"06"
"0604320051";"06"
"0604320060";"06"
"0604320078";"06"
"0604320086";"06"
"0604320094";"06"
"0604320116";"06"
"0604320124";"06"
"0604320132";"06"
"0604320140";"06"
"0604320159";"06"
"0604330014";"06"
"0604330022";"06"
"0604340010";"06"
"0604340028";"06"
"0604340036";"06"
"0604340044";"06"
"0604340052";"06"
"0604340060";"06"
"0604340079";"06"
"0604350015";"06"
"0604350023";"06"
"0604350031";"06"
"0604360010";"06"
"0604360029";"06"
"0604360037";"06"
"0604360045";"06"
"0604360053";"06"
"0604360061";"06"
"0604360070";"06"
"0604360088";"06"
"0604360096";"06"
"0604360100";"06"
"0604360118";"06"
"0604360126";"06"
"0604370016";"06"
"0604370024";"06"
"0604380011";"06"
"0604380020";"06"
"0604380038";"06"
"0604380046";"06"
"0604380054";"06"
"0604380062";"06"
"0604380070";"06"
"0604380089";"06"
"0604390017";"06"
"0604390025";"06"
"0604390033";"06"
"0604390041";"06"
"0604390050";"06"
"0604390068";"06"
"0604390076";"06"
"0604390084";"06"
"0604390092";"06"
"0604390106";"06"
"0604390114";"06"
"0604400012";"06"
"0604410018";"06"
"0604410026";"06"
"0604410034";"06"
"0604420013";"06"
"0604430019";"06"
"0604440014";"06"
"0604450010";"06"
"0604460023";"06"
"0604460031";"06"
"0604460040";"06"
"0604460058";"06"
"0604460066";"06"
"0604470010";"06"
"0604470029";"06"
"0604470037";"06"
"0604470045";"06"
"0604470053";"06"
"0604480016";"06"
"0604490011";"06"
"0604490020";"06"
"0604500017";"06"
"0604500025";"06"
"0604500033";"06"
"0604500041";"06"
"0604500050";"06"
"0604500068";"06"
"0604500076";"06"
"0604500084";"06"
"0604510012";"06"
"0604510020";"06"
"0604510039";"06"
"0604510047";"06"
"0604520018";"06"
"0604530013";"06"
"0604530021";"06"
"0604530030";"06"
"0604540019";"06"
"0604540027";"06"
"0604540035";"06"
"0604540043";"06"
"0604550014";"06"
"0604550022";"06"
"0604560010";"06"
"0604570015";"06"
"0604570023";"06"
"0604570031";"06"
"0604580010";"06"
"0604580029";"06"
"0604590016";"06"
"0604590024";"06"
"0604600011";"06"
"0604600020";"06"
"0604610017";"06"
"0604610025";"06"
"0604620012";"06"
"0604620020";"06"
"0604620039";"06"
"0604620047";"06"
"0604630018";"06"
"0604640030";"06"
"0604650019";"06"
"0604650027";"06"
"0604650035";"06"
"0604660014";"06"
"0604660022";"06"
"0604660030";"06"
"0604670010";"06"
"0604680023";"06"
"0604690010";"06"
"0604690029";"06"
"0604700016";"06"
"0604710011";"06"
"0604710020";"06"
"0604720017";"06"
"0604720025";"06"
"0604730012";"06"
"0604740018";"06"
"0604750013";"06"
"0604750021";"06"
"0604750030";"06"
"0604750048";"06"
"0604760019";"06"
"0604760027";"06"
"0604760035";"06"
"0604760043";"06"
"0604760051";"06"
"0604760060";"06"
"0604760078";"06"
"0604760086";"06"
"0604770014";"06"
"0604770022";"06"
"0604770030";"06"
"0604780010";"06"
"0701010010";"02"
"0701010029";"02"
"0701010037";"02"
"0701010045";"02"
"0701010053";"02"
"0701010061";"02"
"0701010070";"02"
"0701010088";"02"
"0701010096";"02"
"0701010100";"02"
"0701010118";"02"
"0701010126";"02"
"0701010134";"02"
"0701010142";"02"
"0701010150";"02"
"0701010169";"02"
"0701010177";"02"
"0701010185";"02"
"0701010193";"02"
"0701010207";"06"
"0701010215";"06"
"0701010223";"06"
"0701010231";"06"
"0701010240";"06"
"0701010258";"06"
"0701010266";"06"
"0701010274";"06"
"0701010282";"06"
"0701010290";"06"
"0701010304";"06"
"0701010312";"06"
"0701010320";"06"
"0701010339";"06"
"0701020016";"02"
"0701020024";"02"
"0701020032";"02"
"0701020040";"02"
"0701020059";"02"
"0701020067";"02"
"0701020075";"02"
"0701020083";"02"
"0701020091";"02"
"0701020105";"02"
"0701020113";"02"
"0701020121";"02"
"0701020130";"02"
"0701020148";"02"
"0701020156";"02"
"0701020164";"02"
"0701020172";"02"
"0701020180";"02"
"0701020199";"02"
"0701020202";"02"
"0701020210";"02"
"0701020229";"02"
"0701020237";"02"
"0701020245";"02"
"0701020253";"02"
"0701020261";"02"
"0701020270";"02"
"0701020288";"02"
"0701020296";"02"
"0701020300";"02"
"0701020318";"02"
"0701020326";"02"
"0701020334";"02"
"0701020342";"02"
"0701020350";"02"
"0701020369";"02"
"0701020377";"02"
"0701020385";"02"
"0701020393";"02"
"0701020407";"02"
"0701020415";"02"
"0701020423";"02"
"0701020431";"02"
"0701020440";"02"
"0701020458";"02"
"0701020466";"02"
"0701020474";"02"
"0701020482";"02"
"0701020490";"02"
"0701020504";"02"
"0701020512";"02"
"0701020520";"02"
"0701020539";"02"
"0701020547";"02"
"0701020555";"02"
"0701020563";"02"
"0701020571";"02"
"0701020580";"02"
"0701020598";"02"
"0701020601";"02"
"0701020610";"02"
"0701020628";"06"
"0701020636";"02"
"0701020644";"02"
"0701020652";"06"
"0701030011";"06"
"0701030020";"06"
"0701030038";"06"
"0701030046";"06"
"0701030054";"06"
"0701030062";"06"
"0701030070";"06"
"0701030089";"06"
"0701030097";"06"
"0701030100";"06"
"0701030119";"06"
"0701030127";"06"
"0701030135";"06"
"0701030143";"06"
"0701030151";"07"
"0701030160";"06"
"0701030178";"06"
"0701030186";"06"
"0701030194";"06"
"0701030208";"06"
"0701030216";"06"
"0701030224";"06"
"0701030232";"06"
"0701030240";"06"
"0701030259";"06"
"0701030267";"06"
"0701030275";"06"
"0701030283";"06"
"0701030291";"06"
"0701030305";"02"
"0701030321";"06"
"0701030330";"06"
"0701030348";"06"
"0701040017";"02"
"0701040025";"02"
"0701040033";"02"
"0701040041";"02"
"0701040050";"02"
"0701040068";"02"
"0701040092";"02"
"0701040106";"02"
"0701040114";"02"
"0701040122";"02"
"0701040130";"02"
"0701040149";"02"
"0701040157";"02"
"0701050012";"02"
"0701050020";"02"
"0701050047";"02"
"0701060018";"02"
"0701060026";"02"
"0701060034";"02"
"0701060042";"02"
"0701070013";"02"
"0701070021";"02"
"0701070030";"02"
"0701070048";"02"
"0701070056";"02"
"0701070064";"02"
"0701070072";"02"
"0701070080";"02"
"0701070099";"02"
"0701070102";"02"
"0701070110";"02"
"0701070129";"02"
"0701070137";"02"
"0701070145";"02"
"0701070153";"06"
"0701070153";"07"
"0701070161";"07"
"0701070170";"07"
"0701080027";"02"
"0701080043";"07"
"0701080051";"02"
"0701080060";"02"
"0701080078";"02"
"0701080086";"02"
"0701080094";"07"
"0701080116";"02"
"0701080124";"02"
"0701080132";"02"
"0701080140";"02"
"0701080159";"02"
"0701080167";"02"
"0701080175";"02"
"0701080183";"02"
"0701080191";"02"
"0701090014";"02"
"0701090022";"02"
"0701090030";"02"
"0701090049";"02"
"0701090057";"02"
"0701090065";"02"
"0701090073";"02"
"0701090081";"02"
"0701090090";"02"
"0701090103";"07"
"0701090111";"07"
"0701090120";"07"
"0701090138";"07"
"0701090146";"07"
"0701090154";"07"
"0701090162";"07"
"0701090170";"07"
"0701090189";"07"
"0701090197";"07"
"0701090200";"07"
"0701090219";"07"
"0701090227";"07"
"0701090235";"07"
"0701100010";"07"
"0701100028";"07"
"0701100036";"07"
"0701100044";"07"
"0701100052";"07"
"0701100060";"07"
"0701100079";"07"
"0701100087";"07"
"0701100095";"07"
"0701100109";"07"
"0702010014";"04"
"0702010022";"04"
"0702010030";"04"
"0702010049";"04"
"0702010057";"04"
"0702010065";"04"
"0702010081";"04"
"0702010090";"04"
"0702010103";"04"
"0702010111";"04"
"0702010120";"04"
"0702010138";"04"
"0702010154";"04"
"0702010162";"04"
"0702010170";"04"
"0702010189";"04"
"0702010197";"04"
"0702010200";"04"
"0702010219";"04"
"0702010227";"04"
"0702010235";"04"
"0702010251";"04"
"0702020028";"02"
"0702020036";"02"
"0702020044";"02"
"0702020214";"04"
"0702030023";"04"
"0702030031";"04"
"0702030040";"04"
"0702030058";"04"
"0702030066";"04"
"0702030074";"04"
"0702030082";"04"
"0702030090";"04"
"0702030104";"04"
"0702030112";"04"
"0702030120";"04"
"0702030139";"04"
"0702030147";"04"
"0702030155";"04"
"0702030163";"04"
"0702030171";"04"
"0702030180";"04"
"0702030198";"04"
"0702030201";"04"
"0702030210";"04"
"0702030228";"04"
"0702030236";"04"
"0702030244";"04"
"0702030252";"04"
"0702030260";"04"
"0702030279";"04"
"0702030287";"04"
"0702030295";"04"
"0702030309";"04"
"0702030317";"04"
"0702030325";"04"
"0702030333";"04"
"0702030341";"04"
"0702030350";"04"
"0702030368";"04"
"0702030376";"04"
"0702030384";"04"
"0702030392";"04"
"0702030406";"04"
"0702030414";"04"
"0702030422";"04"
"0702030430";"04"
"0702030449";"04"
"0702030457";"04"
"0702030465";"04"
"0702030473";"04"
"0702030481";"04"
"0702030490";"04"
"0702030503";"04"
"0702030511";"04"
"0702030520";"04"
"0702030538";"04"
"0702030546";"04"
"0702030554";"04"
"0702030562";"04"
"0702030570";"04"
"0702030589";"04"
"0702030597";"04"
"0702030600";"04"
"0702030619";"04"
"0702030627";"04"
"0702030635";"04"
"0702030643";"04"
"0702030651";"04"
"0702030660";"04"
"0702030678";"04"
"0702030686";"04"
"0702030694";"04"
"0702030708";"04"
"0702030716";"04"
"0702030724";"04"
"0702030732";"04"
"0702030740";"04"
"0702030759";"04"
"0702030767";"04"
"0702030783";"04"
"0702030791";"04"
"0702030805";"04"
"0702030813";"04"
"0702030821";"04"
"0702030830";"04"
"0702030848";"04"
"0702030856";"04"
"0702030864";"04"
"0702030872";"04"
"0702030880";"04"
"0702030899";"04"
"0702030902";"04"
"0702030910";"04"
"0702030929";"04"
"0702030937";"04"
"0702030945";"04"
"0702030953";"04"
"0702030961";"04"
"0702030970";"04"
"0702030988";"04"
"0702030996";"04"
"0702031003";"04"
"0702031011";"04"
"0702031020";"04"
"0702031038";"04"
"0702031046";"04"
"0702031054";"04"
"0702031062";"04"
"0702031070";"04"
"0702031089";"04"
"0702031097";"04"
"0702031100";"04"
"0702031127";"04"
"0702031135";"04"
"0702031143";"04"
"0702031151";"04"
"0702031160";"04"
"0702031178";"04"
"0702031186";"04"
"0702031194";"04"
"0702031208";"04"
"0702031216";"04"
"0702031224";"04"
"0702031232";"04"
"0702031240";"04"
"0702031259";"04"
"0702031267";"04"
"0702031275";"04"
"0702031283";"04"
"0702031291";"04"
"0702031305";"04"
"0702031313";"04"
"0702031321";"04"
"0702031330";"04"
"0702031348";"04"
"0702031356";"04"
"0702031364";"04"
"0702031380";"04"
"0702031399";"04"
"0702040010";"04"
"0702040029";"04"
"0702040037";"04"
"0702040045";"04"
"0702040053";"04"
"0702040061";"04"
"0702040070";"04"
"0702040088";"04"
"0702040096";"04"
"0702040100";"04"
"0702040118";"04"
"0702040126";"04"
"0702040134";"04"
"0702040142";"04"
"0702040150";"04"
"0702040169";"04"
"0702040177";"04"
"0702040185";"04"
"0702040193";"04"
"0702040207";"04"
"0702040215";"04"
"0702040223";"04"
"0702040231";"04"
"0702040240";"04"
"0702040258";"04"
"0702040266";"04"
"0702040274";"04"
"0702040282";"04"
"0702040290";"04"
"0702040304";"04"
"0702040312";"04"
"0702040320";"04"
"0702040339";"04"
"0702040347";"04"
"0702040355";"04"
"0702040363";"04"
"0702040371";"04"
"0702040380";"04"
"0702040398";"04"
"0702040401";"04"
"0702040410";"04"
"0702040428";"04"
"0702040436";"04"
"0702040444";"04"
"0702040452";"04"
"0702040460";"04"
"0702040479";"04"
"0702040487";"04"
"0702040517";"04"
"0702040533";"04"
"0702040541";"04"
"0702040550";"04"
"0702040568";"04"
"0702040576";"04"
"0702040584";"04"
"0702040592";"04"
"0702040606";"04"
"0702040614";"04"
"0702050016";"04"
"0702050024";"04"
"0702050032";"04"
"0702050040";"04"
"0702050059";"04"
"0702050067";"04"
"0702050075";"04"
"0702050083";"04"
"0702050091";"04"
"0702050105";"04"
"0702050121";"04"
"0702050130";"04"
"0702050148";"04"
"0702050156";"04"
"0702050164";"04"
"0702050172";"04"
"0702050180";"04"
"0702050199";"04"
"0702050229";"04"
"0702050237";"04"
"0702050245";"04"
"0702050261";"04"
"0702050270";"04"
"0702050288";"04"
"0702050296";"04"
"0702050300";"04"
"0702050318";"04"
"0702050326";"04"
"0702050334";"04"
"0702050342";"04"
"0702050350";"04"
"0702050369";"04"
"0702050377";"04"
"0702050407";"04"
"0702050415";"04"
"0702050423";"04"
"0702050431";"04"
"0702050440";"04"
"0702050458";"04"
"0702050466";"04"
"0702050474";"04"
"0702050482";"04"
"0702050490";"04"
"0702050504";"04"
"0702050512";"04"
"0702050520";"04"
"0702050539";"04"
"0702050547";"04"
"0702050555";"04"
"0702050563";"04"
"0702050571";"04"
"0702050580";"04"
"0702050784";"04"
"0702050792";"04"
"0702050806";"04"
"0702050814";"04"
"0702050822";"04"
"0702050830";"04"
"0702060011";"04"
"0702060011";"07"
"0702060020";"04"
"0702060038";"04"
"0702070041";"04"
"0702070041";"07"
"0702070050";"04"
"0702080012";"04"
"0702080020";"04"
"0702080039";"04"
"0702090018";"04"
"0702090034";"04"
"0702090042";"04"
"0702090050";"04"
"0702090069";"04"
"0702090085";"04"
"0702090093";"04"
"0702100013";"07"
"0702100021";"07"
"0702100030";"07"
"0702100048";"07"
"0702100056";"07"
"0702100064";"07"
"0702100072";"07"
"0702100080";"07"
"0702100099";"07"
"0702100102";"07"
"0702110019";"04"
"0702110027";"04"
"0702110035";"04"
"0702110043";"04"
"0702120014";"04"
"0702120022";"04"
"0702120030";"04"
"0702120049";"04"
"0702120057";"04"
"0702120065";"04"
"0702120065";"07"
"0801010012";"01"
"0801010012";"02"
"0801010020";"01"
"0801010020";"02"
"0801010039";"04"
"0801010047";"04"
"0802010016";"04"
"0802010024";"04"
"0802010032";"04"
"0802010040";"04"
"0802010059";"04"
"0802010067";"04"
"0802010075";"04"
"0802010083";"04"
"0802010091";"04"
"0802010105";"04"
"0802010113";"04"
"0802010121";"04"
"0802010130";"04"
"0802010148";"04"
"0802010156";"04"
"0802010164";"04"
"0802010199";"04"
"0802010210";"04"
"0802010229";"04"
"0802010237";"04"
"0802010245";"04"
"0802010253";"04"
"0802010261";"04"
"0802010270";"04"
"0802020011";"04"
"0802020020";"04"
"0803010010";"02"
"0803010028";"02"
"0803010036";"02"
"0803010044";"02"
"0803010052";"02"
"0803010060";"02"
"0803010079";"02"
"0803010087";"02"
"0803010095";"02"
"0803010109";"02"
"0803010117";"02"
"0803010125";"02"
"0803010133";"02"
"0803010141";"02"
