"co_procedimento";"qt_maxima_execucao";"qt_dias_permanencia";"qt_pontos";"vl_idade_minima";"vl_idade_maxima";"vl_servico_hospitalar";"vl_servico_ambulatorial";"vl_servico_profissional";"qt_tempo_permanencia"
"0202020371";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000153";"0000000000";"9999"
"0202020380";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999"
"0202020398";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202020401";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002500";"0000000000";"9999"
"0202020410";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999"
"0202020428";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202020436";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202020444";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202020452";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0202020460";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202020479";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0202020487";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999"
"0202020495";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202020509";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202020517";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202020525";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001200";"0000000000";"9999"
"0202020533";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202020541";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999"
"0202030016";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001500";"0000000000";"9999"
"0202030024";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001500";"0000000000";"9999"
"0202030032";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001500";"0000000000";"9999"
"0202030040";"9999";"9999";"0000";"0024";"1571";"0000000000";"0000006500";"0000000000";"9999"
"0202030059";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000009600";"0000000000";"9999"
"0202030067";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030075";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000283";"0000000000";"9999"
"0202030083";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030091";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001506";"0000000000";"9999"
"0202030105";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001642";"0000000000";"9999"
"0202030113";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001355";"0000000000";"9999"
"0202030121";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030130";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030148";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000283";"0000000000";"9999"
"0202030156";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030164";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030172";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0202030180";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030199";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030202";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000283";"0000000000";"9999"
"0202030210";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000029848";"0000000000";"9999"
"0202030229";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030237";"0010";"9999";"0000";"0000";"1571";"0000008000";"0000008000";"0000000000";"9999"
"0202030245";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0202030253";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030261";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030270";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000867";"0000000000";"9999"
"0202030288";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030296";"9999";"9999";"0000";"0024";"1571";"0000000000";"0000008500";"0000000000";"9999"
"0202030300";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030318";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030326";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030334";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000574";"0000000000";"9999"
"0202030342";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030350";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030369";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030377";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030385";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030393";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030407";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000370";"0000000000";"9999"
"0202030415";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000583";"0000000000";"9999"
"0202030423";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030431";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030440";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030458";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030466";"9999";"9999";"0000";"0120";"1571";"0000000000";"0000000970";"0000000000";"9999"
"0202030474";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000283";"0000000000";"9999"
"0202030482";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030504";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030512";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030520";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030539";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000410";"0000000000";"9999"
"0202030547";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000550";"0000000000";"9999"
"0202030555";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030563";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030571";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030580";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030598";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030601";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030610";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030628";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030636";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030644";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030652";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000778";"0000000000";"9999"
"0202030660";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000971";"0000000000";"9999"
"0202030679";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030687";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030695";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030709";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000410";"0000000000";"9999"
"0202030717";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030725";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030733";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000283";"0000000000";"9999"
"0202030741";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001100";"0000000000";"9999"
"0202030750";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030768";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001697";"0000000000";"9999"
"0202030776";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030784";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030792";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000003000";"0000000000";"9999"
"0202030806";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030814";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030822";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030830";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030849";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030857";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001161";"0000000000";"9999"
"0202030865";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202030873";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030881";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202030890";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030903";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002000";"0000000000";"9999"
"0202030911";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030920";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030938";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030946";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030954";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202030962";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001335";"0000000000";"9999"
"0202030970";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030989";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202030997";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000006000";"0000000000";"9999"
"0202031004";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000283";"0000000000";"9999"
"0202031012";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000410";"0000000000";"9999"
"0202031020";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202031039";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000925";"0000000000";"9999"
"0202031047";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202031055";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000177";"0000000000";"9999"
"0202031063";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000177";"0000000000";"9999"
"0202031071";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001800";"0000000000";"9999"
"0202031080";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000016848";"0000000000";"9999"
"0202031098";"9999";"9999";"0000";"0000";"1571";"0000000500";"0000000410";"0000000000";"9999"
"0202031101";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000283";"0000000000";"9999"
"0202031110";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000283";"0000000000";"9999"
"0202031128";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202031136";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001000";"0000000000";"9999"
"0202031144";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000177";"0000000000";"9999"
"0202031152";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000177";"0000000000";"9999"
"0202031179";"9999";"9999";"0000";"0108";"0731";"0000000000";"0000000283";"0000000000";"9999"
"0202031187";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001855";"0000000000";"9999"
"0202031195";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001716";"0000000000";"9999"
"0202031209";"0002";"9999";"0000";"0000";"1571";"0000000900";"0000000900";"0000000000";"9999"
"0202031217";"9999";"9999";"0000";"0228";"1571";"0000000000";"0000001335";"0000000000";"9999"
"0202031225";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000008000";"0000000000";"9999"
"0202031233";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000012000";"0000000000";"9999"
"0202031241";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0202031250";"0001";"9999";"0000";"0228";"1571";"0000000000";"0000006500";"0000000000";"9999"
"0202031268";"0001";"9999";"0000";"0228";"1571";"0000000000";"0000008500";"0000000000";"9999"
"0202040011";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040020";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000304";"0000000000";"9999"
"0202040038";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000304";"0000000000";"9999"
"0202040046";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040054";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040062";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040070";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040089";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040097";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040100";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040119";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040127";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040135";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001025";"0000000000";"9999"
"0202040143";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040151";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040160";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202040178";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000165";"0000000000";"9999"
"0202050017";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000370";"0000000000";"9999"
"0202050025";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000351";"0000000000";"9999"
"0202050033";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000351";"0000000000";"9999"
"0202050041";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000351";"0000000000";"9999"
"0202050050";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050068";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000370";"0000000000";"9999"
"0202050076";"0001";"9999";"0000";"0000";"1571";"0000000000";"0000000370";"0000000000";"9999"
"0202050084";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000201";"0000000000";"9999"
"0202050092";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000812";"0000000000";"9999"
"0202050106";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000368";"0000000000";"9999"
"0202050114";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050122";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000304";"0000000000";"9999"
"0202050130";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000370";"0000000000";"9999"
"0202050149";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000370";"0000000000";"9999"
"0202050157";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050165";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000370";"0000000000";"9999"
"0202050173";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050181";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000240";"0000000000";"9999"
"0202050190";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050203";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050211";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000370";"0000000000";"9999"
"0202050220";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050238";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050246";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000336";"0000000000";"9999"
"0202050254";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999"
"0202050262";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050270";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050289";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000370";"0000000000";"9999"
"0202050297";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050300";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000444";"0000000000";"9999"
"0202050319";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202050327";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000204";"0000000000";"9999"
"0202060012";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001254";"0000000000";"9999"
"0202060020";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001254";"0000000000";"9999"
"0202060039";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001469";"0000000000";"9999"
"0202060047";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001020";"0000000000";"9999"
"0202060055";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000672";"0000000000";"9999"
